Metro_area,Subregion,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
,Toronto,Ontario,-41.0,-15.0,-23.0,-59.0,-48.0,19.0
,Toronto,Ontario,-37.0,-8.0,3.0,-57.0,-46.0,19.0
,Toronto,Ontario,-34.0,-5.0,33.0,-54.0,-47.0,18.0
,Toronto,Ontario,-30.0,-2.0,11.0,-41.0,-8.0,8.0
,Toronto,Ontario,-42.0,-23.0,-34.0,-49.0,-17.0,9.0
,Toronto,Ontario,-51.0,-21.0,-28.0,-62.0,-50.0,20.0
,Toronto,Ontario,-49.0,-18.0,-25.0,-62.0,-50.0,20.0
,Toronto,Ontario,-49.0,-21.0,-30.0,-62.0,-49.0,21.0
,Toronto,Ontario,-44.0,-10.0,-9.0,-60.0,-48.0,20.0
,Toronto,Ontario,-45.0,-14.0,-8.0,-59.0,-47.0,20.0
,Toronto,Ontario,-43.0,-11.0,34.0,-49.0,-14.0,10.0
,Toronto,Ontario,-43.0,-15.0,42.0,-50.0,-19.0,8.0
,Toronto,Ontario,-48.0,-24.0,-49.0,-63.0,-50.0,20.0
,Toronto,Ontario,-51.0,-20.0,-28.0,-61.0,-51.0,21.0
,Toronto,Ontario,-46.0,-13.0,-16.0,-60.0,-49.0,20.0
,Toronto,Ontario,-45.0,-10.0,-13.0,-59.0,-48.0,20.0
,Toronto,Ontario,-49.0,-18.0,-30.0,-60.0,-48.0,21.0
,Toronto,Ontario,-45.0,-10.0,4.0,-49.0,-15.0,10.0
,Toronto,Ontario,-47.0,-16.0,9.0,-52.0,-21.0,8.0
,Toronto,Ontario,-48.0,-17.0,-23.0,-62.0,-49.0,19.0
,Toronto,Ontario,-47.0,-15.0,-14.0,-61.0,-49.0,19.0
,Toronto,Ontario,-50.0,-21.0,-29.0,-62.0,-50.0,21.0
,Toronto,Ontario,-46.0,-10.0,-13.0,-60.0,-48.0,20.0
,Toronto,Ontario,-45.0,-11.0,4.0,-58.0,-47.0,20.0
,Toronto,Ontario,-50.0,-18.0,-33.0,-55.0,-18.0,12.0
,Toronto,Ontario,-46.0,-14.0,2.0,-52.0,-20.0,8.0
,Toronto,Ontario,-47.0,-14.0,-23.0,-62.0,-50.0,19.0
,Toronto,Ontario,-46.0,-12.0,-22.0,-61.0,-50.0,19.0
,Toronto,Ontario,-49.0,-20.0,-42.0,-64.0,-50.0,21.0
,Toronto,Ontario,-45.0,-8.0,-21.0,-60.0,-49.0,21.0
,Toronto,Ontario,-45.0,-10.0,-12.0,-59.0,-48.0,20.0
,Toronto,Ontario,-46.0,-10.0,-6.0,-51.0,-16.0,11.0
,Toronto,Ontario,-45.0,-14.0,-5.0,-52.0,-20.0,9.0
,Toronto,Ontario,-39.0,-1.0,-4.0,-62.0,-54.0,19.0
,Toronto,Ontario,-37.0,7.0,-6.0,-61.0,-55.0,18.0
,Toronto,Ontario,-32.0,19.0,1.0,-60.0,-55.0,18.0
,Toronto,Ontario,-40.0,16.0,-30.0,-67.0,-67.0,23.0
,Toronto,Ontario,-84.0,-74.0,-2.0,-84.0,-86.0,32.0
,Toronto,Ontario,-68.0,-44.0,-1.0,-67.0,-43.0,15.0
,Toronto,Ontario,-56.0,-29.0,12.0,-60.0,-27.0,10.0
,Toronto,Ontario,-52.0,-16.0,-15.0,-75.0,-74.0,27.0
,Toronto,Ontario,-47.0,-8.0,5.0,-68.0,-64.0,23.0
,Toronto,Ontario,-47.0,-6.0,-33.0,-69.0,-64.0,25.0
,Toronto,Ontario,-41.0,11.0,5.0,-68.0,-67.0,25.0
,Toronto,Ontario,-80.0,-71.0,-4.0,-84.0,-86.0,34.0
,Toronto,Ontario,-58.0,-23.0,14.0,-62.0,-32.0,15.0
,Toronto,Ontario,-58.0,-27.0,-9.0,-61.0,-27.0,12.0
,Toronto,Ontario,-53.0,-18.0,-22.0,-66.0,-55.0,22.0
,Toronto,Ontario,-53.0,-17.0,-21.0,-66.0,-55.0,22.0
,Toronto,Ontario,-54.0,-21.0,-23.0,-67.0,-55.0,23.0
,Toronto,Ontario,-53.0,-15.0,-12.0,-66.0,-54.0,24.0
,Toronto,Ontario,-55.0,-20.0,-19.0,-66.0,-53.0,24.0
,Toronto,Ontario,-51.0,-14.0,28.0,-57.0,-20.0,13.0
,Toronto,Ontario,-54.0,-21.0,6.0,-60.0,-25.0,11.0
,Toronto,Ontario,-55.0,-22.0,-25.0,-68.0,-55.0,22.0
,Toronto,Ontario,-55.0,-20.0,-27.0,-68.0,-55.0,22.0
,Toronto,Ontario,-53.0,-18.0,-23.0,-68.0,-55.0,22.0
,Toronto,Ontario,-61.0,-27.0,-25.0,-70.0,-57.0,25.0
,Toronto,Ontario,-60.0,-29.0,-32.0,-70.0,-57.0,25.0
,Toronto,Ontario,-57.0,-21.0,22.0,-63.0,-26.0,14.0
,Toronto,Ontario,-59.0,-28.0,0.0,-64.0,-30.0,12.0
,Toronto,Ontario,-59.0,-28.0,-22.0,-70.0,-58.0,23.0
,Toronto,Ontario,-59.0,-27.0,-27.0,-70.0,-58.0,23.0
,Toronto,Ontario,-59.0,-30.0,-34.0,-71.0,-58.0,25.0
,Toronto,Ontario,-57.0,-22.0,-21.0,-70.0,-56.0,24.0
,Toronto,Ontario,-58.0,-25.0,-33.0,-69.0,-56.0,25.0
,Toronto,Ontario,-55.0,-19.0,-2.0,-62.0,-25.0,14.0
,Toronto,Ontario,-58.0,-26.0,-6.0,-64.0,-29.0,11.0
,Toronto,Ontario,-57.0,-24.0,-12.0,-70.0,-57.0,23.0
,Toronto,Ontario,-66.0,-41.0,-37.0,-71.0,-59.0,25.0
,Toronto,Ontario,-57.0,-24.0,-22.0,-69.0,-57.0,24.0
,Toronto,Ontario,-58.0,-25.0,-38.0,-70.0,-56.0,25.0
,Toronto,Ontario,-57.0,-24.0,-38.0,-69.0,-56.0,25.0
,Toronto,Ontario,-53.0,-15.0,20.0,-61.0,-23.0,13.0
,Toronto,Ontario,-57.0,-25.0,-17.0,-64.0,-28.0,11.0
,Toronto,Ontario,-57.0,-25.0,-32.0,-70.0,-57.0,23.0
,Toronto,Ontario,-57.0,-24.0,-29.0,-70.0,-57.0,23.0
,Toronto,Ontario,-56.0,-24.0,-17.0,-70.0,-56.0,23.0
,Toronto,Ontario,-54.0,-17.0,-2.0,-69.0,-55.0,23.0
,Toronto,Ontario,-58.0,-27.0,-42.0,-70.0,-55.0,25.0
,Toronto,Ontario,-55.0,-19.0,-22.0,-63.0,-23.0,14.0
,Toronto,Ontario,-56.0,-25.0,-10.0,-63.0,-27.0,11.0
,Toronto,Ontario,-58.0,-27.0,-34.0,-70.0,-57.0,23.0
,Toronto,Ontario,-56.0,-23.0,-24.0,-69.0,-56.0,23.0
,Toronto,Ontario,-56.0,-23.0,-30.0,-70.0,-56.0,24.0
,Toronto,Ontario,-53.0,-16.0,-25.0,-69.0,-55.0,23.0
,Toronto,Ontario,-55.0,-20.0,-36.0,-69.0,-55.0,24.0
,Toronto,Ontario,-54.0,-14.0,-28.0,-63.0,-24.0,13.0
,Toronto,Ontario,-45.0,-8.0,32.0,-58.0,-23.0,9.0
,Toronto,Ontario,-71.0,-53.0,3.0,-82.0,-82.0,30.0
,Toronto,Ontario,-60.0,-24.0,-38.0,-68.0,-57.0,23.0
,Toronto,Ontario,-53.0,-16.0,-24.0,-66.0,-52.0,22.0
,Toronto,Ontario,-57.0,-21.0,-35.0,-67.0,-52.0,23.0
,Toronto,Ontario,-56.0,-22.0,-26.0,-65.0,-51.0,23.0
,Toronto,Ontario,-51.0,-13.0,21.0,-59.0,-19.0,12.0
,Toronto,Ontario,-51.0,-17.0,30.0,-60.0,-22.0,10.0
,Toronto,Ontario,-58.0,-28.0,-37.0,-67.0,-54.0,22.0
,Toronto,Ontario,-53.0,-18.0,-24.0,-66.0,-52.0,21.0
,Toronto,Ontario,-53.0,-20.0,-20.0,-66.0,-52.0,22.0
,Toronto,Ontario,-52.0,-15.0,-11.0,-65.0,-51.0,22.0
,Toronto,Ontario,-50.0,-14.0,-6.0,-63.0,-49.0,21.0
,Toronto,Ontario,-49.0,-13.0,21.0,-56.0,-17.0,11.0
,Toronto,Ontario,-53.0,-22.0,-19.0,-59.0,-22.0,9.0
,Toronto,Ontario,-54.0,-24.0,-39.0,-67.0,-52.0,21.0
,Toronto,Ontario,-53.0,-19.0,-23.0,-66.0,-52.0,20.0
,Toronto,Ontario,-51.0,-16.0,7.0,-64.0,-51.0,21.0
,Toronto,Ontario,-52.0,-16.0,-25.0,-65.0,-50.0,22.0
,Toronto,Ontario,-52.0,-17.0,-19.0,-64.0,-50.0,22.0
